"Vaccine","Geography Type","Geography","Survey Year/Influenza Season","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Influenza","States","Kansas","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","80.3","66.2 to 90.4","76"
"Influenza","States","Kansas","2018","Age",">=18 Years","68.3","64.2 to 72.2","949"
"Influenza","States","Kansas","2018","Age","18-24 Years","62.5","53.0 to 71.3","196"
"Influenza","States","Kansas","2018","Age","25-34 Years","70.8","65.7 to 75.6","602"
"Influenza","States","Kansas","2018","Age",">=35 Years","67.9","57.3 to 77.3","151"
"Influenza","States","Kansas","2018","Race and Ethnicity","White, Non-Hispanic","69.0","64.3 to 73.4","715"
"Influenza","States","Kansas","2018","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","61"
"Influenza","States","Kansas","2018","Race and Ethnicity","Hispanic","63.2","49.2 to 75.8","106"
"Influenza","States","Kansas","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","81.8","66.3 to 92.3","66"
"Influenza","States","Kansas","2019","Age",">=18 Years","68.6","64.6 to 72.4","985"
"Influenza","States","Kansas","2019","Age","18-24 Years","63.7","54.8 to 71.9","214"
"Influenza","States","Kansas","2019","Age","25-34 Years","70.7","65.5 to 75.5","588"
"Influenza","States","Kansas","2019","Age",">=35 Years","69.1","58.6 to 78.3","183"
"Influenza","States","Kansas","2019","Race and Ethnicity","White, Non-Hispanic","70.5","65.9 to 74.8","717"
"Influenza","States","Kansas","2019","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*","79"
"Influenza","States","Kansas","2019","Race and Ethnicity","Hispanic","62.8","50.8 to 73.8","128"
"Influenza","States","Kansas","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","60"
"Influenza","States","Nebraska","2015","Race and Ethnicity","White, Non-Hispanic","71.6","67.5 to 75.5","522"
"Influenza","States","Nebraska","2015","Race and Ethnicity","Black, Non-Hispanic","69.3","61.7 to 76.2","166"
"Influenza","States","Nebraska","2015","Race and Ethnicity","Hispanic","65.1","59.2 to 70.6","284"
"Influenza","States","Montana","2021","Race and Ethnicity","White, Non-Hispanic","59.5","55.9 to 63.0","828"
"Influenza","States","Montana","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Montana","2021","Race and Ethnicity","Hispanic","NR*","NR*","51"
"Influenza","States","Montana","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","64.0","57.7 to 70.0","246"
"Tdap","States","Montana","2021","Race and Ethnicity","White, Non-Hispanic","77.3","74.1 to 80.3","795"
"Tdap","States","Montana","2021","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Tdap","States","Montana","2021","Race and Ethnicity","Hispanic","79.1","62.5 to 90.7","51"
"Tdap","States","Montana","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","73.0","66.6 to 78.8","218"
"Influenza","States","Montana","2021","Age",">=18 Years","59.5","56.3 to 62.6","1131"
"Influenza","States","Montana","2021","Age","18-24 Years","53.4","46.0 to 60.7","245"
"Influenza","States","Montana","2021","Age","25-34 Years","61.2","57.2 to 65.0","710"
"Influenza","States","Montana","2021","Age",">=35 Years","60.4","52.3 to 68.1","176"
"Tdap","States","Montana","2021","Age",">=18 Years","76.9","74.0 to 79.6","1070"
"Tdap","States","Montana","2021","Age","18-24 Years","73.0","65.7 to 79.5","221"
"Tdap","States","Montana","2021","Age","25-34 Years","79.1","75.6 to 82.3","679"
"Tdap","States","Montana","2021","Age",">=35 Years","73.3","65.5 to 80.1","170"
"Influenza","States","Puerto Rico","2022","Race and Ethnicity","White, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2022","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2022","Race and Ethnicity","Hispanic","37.0","33.4 to 40.7","934"
"Influenza","States","Puerto Rico","2022","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2022","Age",">=18 Years","37.3","33.7 to 41.0","945"
"Influenza","States","Puerto Rico","2022","Age",">=35 Years","43.2","33.5 to 53.3","139"
"Influenza","States","Puerto Rico","2022","Age","18-24 Years","39.7","33.6 to 46.1","327"
"Influenza","States","Puerto Rico","2022","Age","25-34 Years","34.0","29.1 to 39.1","479"
"Influenza","States","Puerto Rico","2020","Race and Ethnicity","Black, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2020","Age",">=35 Years","38.5","28.0 to 49.8","108"
"Influenza","States","Puerto Rico","2020","Age","18-24 Years","38.3","31.6 to 45.3","298"
"Influenza","States","Puerto Rico","2020","Age","25-34 Years","31.2","26.1 to 36.7","421"
"Influenza","States","Puerto Rico","2020","Race and Ethnicity","Hispanic","34.5","30.7 to 38.5","811"
"Influenza","States","Puerto Rico","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2020","Race and Ethnicity","White, Non-Hispanic","NR*","NR*",
"Influenza","States","Puerto Rico","2020","Age",">=18 Years","34.8","31.0 to 38.8","827"
"Influenza","States","Connecticut","2014","Age","18-24 Years","64.8","56.9 to 72.2","249"
"Influenza","States","Connecticut","2014","Age","25-34 Years","63.8","59.0 to 68.4","714"
"Influenza","States","Connecticut","2014","Age",">=35 Years","73.3","65.7 to 80.0","243"
"Influenza","States","Connecticut","2014","Race and Ethnicity","White, Non-Hispanic","66.9","61.1 to 72.3","293"
"Influenza","States","Connecticut","2014","Race and Ethnicity","Black, Non-Hispanic","61.0","55.1 to 66.7","285"
"Influenza","States","Connecticut","2014","Race and Ethnicity","Hispanic","66.5","61.3 to 71.4","358"
"Influenza","States","Connecticut","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","65.6","59.6 to 71.3","270"
"Influenza","States","Connecticut","2021","Age",">=18 Years","69.9","66.8 to 72.9","1285"
"Influenza","States","Connecticut","2021","Age","18-24 Years","63.0","53.9 to 71.5","172"
"Influenza","States","Connecticut","2021","Age","25-34 Years","68.1","63.9 to 72.1","778"
"Influenza","States","Connecticut","2021","Age",">=35 Years","77.5","71.8 to 82.6","335"
"Influenza","States","Connecticut","2014","Age",">=18 Years","66.0","62.5 to 69.4","1206"
"Influenza","States","Connecticut","2021","Race and Ethnicity","White, Non-Hispanic","76.5","71.0 to 81.4","277"
"Influenza","States","Connecticut","2021","Race and Ethnicity","Black, Non-Hispanic","49.7","44.0 to 55.4","307"
"Influenza","States","Connecticut","2021","Race and Ethnicity","Hispanic","65.2","60.6 to 69.6","441"
"Influenza","States","Connecticut","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","71.3","65.4 to 76.7","260"
"Influenza","States","Connecticut","2019","Age",">=18 Years","74.8","71.6 to 77.8","1169"
"Influenza","States","Connecticut","2019","Age","18-24 Years","62.5","52.9 to 71.4","168"
"Influenza","States","Connecticut","2017","Age",">=18 Years","69.9","66.7 to 73.0","1403"
"Influenza","States","Connecticut","2017","Age","18-24 Years","61.6","53.2 to 69.5","242"
"Influenza","States","Connecticut","2017","Age","25-34 Years","71.5","67.3 to 75.4","842"
"Influenza","States","Connecticut","2017","Age",">=35 Years","71.0","64.0 to 77.4","319"
"Influenza","States","Connecticut","2017","Race and Ethnicity","White, Non-Hispanic","72.9","67.2 to 78.1","279"
"Influenza","States","Connecticut","2017","Race and Ethnicity","Black, Non-Hispanic","61.1","55.5 to 66.5","327"
"Influenza","States","Connecticut","2017","Race and Ethnicity","Hispanic","67.9","63.1 to 72.4","440"
"Influenza","States","Connecticut","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.7","63.6 to 73.5","356"
"Influenza","States","Connecticut","2016","Age",">=18 Years","70.3","67.0 to 73.4","1264"
"Influenza","States","Connecticut","2016","Age","18-24 Years","68.0","59.1 to 76.0","190"
"Influenza","States","Connecticut","2016","Age","25-34 Years","69.8","65.6 to 73.8","780"
"Influenza","States","Connecticut","2016","Age",">=35 Years","73.1","66.3 to 79.2","294"
"Influenza","States","Connecticut","2016","Race and Ethnicity","White, Non-Hispanic","71.7","66.1 to 76.9","286"
"Influenza","States","Connecticut","2016","Race and Ethnicity","Black, Non-Hispanic","63.8","58.2 to 69.1","313"
"Influenza","States","Connecticut","2016","Race and Ethnicity","Hispanic","70.4","65.3 to 75.2","344"
"Influenza","States","Connecticut","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","70.4","65.1 to 75.3","320"
"Influenza","States","Connecticut","2015","Age",">=18 Years","66.5","62.5 to 70.3","1001"
"Influenza","States","Connecticut","2015","Age","18-24 Years","56.9","47.4 to 66.0","183"
"Influenza","States","Connecticut","2015","Age","25-34 Years","68.1","62.9 to 73.0","601"
"Influenza","States","Connecticut","2015","Age",">=35 Years","69.6","60.7 to 77.6","217"
"Influenza","States","Connecticut","2015","Race and Ethnicity","White, Non-Hispanic","65.1","58.6 to 71.2","238"
"Influenza","States","Connecticut","2015","Race and Ethnicity","Black, Non-Hispanic","62.4","56.1 to 68.4","253"
"Influenza","States","Connecticut","2015","Race and Ethnicity","Hispanic","70.0","64.1 to 75.5","274"
"Influenza","States","Connecticut","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","72.8","66.6 to 78.4","236"
"Influenza","States","Connecticut","2018","Age",">=18 Years","70.3","67.0 to 73.5","1398"
"Influenza","States","Connecticut","2018","Age","18-24 Years","69.3","60.5 to 77.2","245"
"Influenza","States","Connecticut","2018","Age","25-34 Years","70.9","66.5 to 75.0","813"
"Influenza","States","Connecticut","2018","Age",">=35 Years","69.7","63.0 to 75.8","340"
"Influenza","States","Connecticut","2018","Race and Ethnicity","White, Non-Hispanic","73.3","67.5 to 78.6","291"
"Influenza","States","Connecticut","2018","Race and Ethnicity","Black, Non-Hispanic","60.7","55.1 to 66.1","348"
"Influenza","States","Connecticut","2018","Race and Ethnicity","Hispanic","67.3","62.2 to 72.1","443"
"Influenza","States","Connecticut","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","74.3","69.1 to 79.0","316"
"Influenza","States","Connecticut","2019","Age","25-34 Years","74.0","69.7 to 77.9","717"
"Influenza","States","Connecticut","2019","Age",">=35 Years","83.3","77.6 to 88.0","284"
"Influenza","States","Connecticut","2019","Race and Ethnicity","White, Non-Hispanic","79.8","74.2 to 84.6","257"
"Influenza","States","Connecticut","2019","Race and Ethnicity","Black, Non-Hispanic","60.3","54.2 to 66.2","269"
"Influenza","States","Connecticut","2019","Race and Ethnicity","Hispanic","72.3","67.4 to 76.8","386"
"Influenza","States","Connecticut","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","72.1","66.2 to 77.5","257"
"Influenza","States","Georgia","2013","Race and Ethnicity","White, Non-Hispanic","29.6","22.2 to 37.8","307"
"Influenza","States","Georgia","2013","Race and Ethnicity","Black, Non-Hispanic","16.6","10.2 to 24.8","302"
"Influenza","States","Georgia","2013","Race and Ethnicity","Hispanic","NR*","NR*","59"
"Influenza","States","Georgia","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","36"
"Influenza","States","Georgia","2013","Age",">=35 Years","20.1","9.7 to 34.6","84"
"Influenza","States","Georgia","2021","Age",">=18 Years","38.4","33.9 to 43.0","769"
"Influenza","States","Georgia","2021","Age","18-24 Years","27.4","18.4 to 38.0","146"
"Influenza","States","Georgia","2021","Age","25-34 Years","40.2","34.4 to 46.3","440"
"Influenza","States","Georgia","2021","Age",">=35 Years","44.2","34.1 to 54.7","183"
"Influenza","States","Georgia","2021","Race and Ethnicity","White, Non-Hispanic","47.9","40.6 to 55.3","299"
"Influenza","States","Georgia","2021","Race and Ethnicity","Black, Non-Hispanic","23.3","17.1 to 30.5","299"
"Influenza","States","Georgia","2021","Race and Ethnicity","Hispanic","42.3","30.5 to 54.8","117"
"Influenza","States","Georgia","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","49"
"Influenza","States","Georgia","2013","Age",">=18 Years","23.4","18.7 to 28.6","707"
"Influenza","States","Georgia","2013","Age","18-24 Years","14.7","8.3 to 23.4","247"
"Influenza","States","Georgia","2013","Age","25-34 Years","29.3","22.4 to 37.0","376"
"Influenza","States","Georgia","2018","Age",">=18 Years","40.3","35.7 to 45.1","738"
"Influenza","States","Georgia","2018","Age","18-24 Years","29.3","21.5 to 38.1","198"
"Influenza","States","Georgia","2018","Age","25-34 Years","45.3","38.9 to 51.9","407"
"Influenza","States","Georgia","2018","Age",">=35 Years","42.0","31.0 to 53.6","133"
"Influenza","States","Georgia","2018","Race and Ethnicity","White, Non-Hispanic","48.8","41.6 to 56.1","289"
"Influenza","States","Georgia","2018","Race and Ethnicity","Black, Non-Hispanic","24.7","17.9 to 32.5","283"
"Influenza","States","Georgia","2018","Race and Ethnicity","Hispanic","43.5","32.2 to 55.3","120"
"Influenza","States","Georgia","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","42"
"Influenza","States","Georgia","2017","Age",">=18 Years","42.0","37.4 to 46.7","921"
"Influenza","States","Georgia","2017","Age","18-24 Years","33.5","24.5 to 43.5","182"
"Influenza","States","Georgia","2017","Age","25-34 Years","45.6","39.5 to 51.8","530"
"Influenza","States","Georgia","2017","Age",">=35 Years","40.8","29.8 to 52.5","209"
"Influenza","States","Georgia","2017","Race and Ethnicity","White, Non-Hispanic","47.6","40.3 to 55.0","349"
"Influenza","States","Georgia","2017","Race and Ethnicity","Black, Non-Hispanic","33.4","25.8 to 41.7","399"
"Influenza","States","Georgia","2017","Race and Ethnicity","Hispanic","39.0","28.2 to 50.7","122"
"Influenza","States","Georgia","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","50"
"Influenza","States","Georgia","2019","Age",">=18 Years","40.2","35.8 to 44.8","771"
"Influenza","States","Georgia","2019","Age","18-24 Years","25.3","17.5 to 34.4","182"
"Influenza","States","Georgia","2019","Age","25-34 Years","42.4","36.4 to 48.5","430"
"Influenza","States","Georgia","2019","Age",">=35 Years","53.5","42.9 to 63.9","159"
"Influenza","States","Georgia","2019","Race and Ethnicity","White, Non-Hispanic","50.1","43.0 to 57.2","310"
"Influenza","States","Georgia","2019","Race and Ethnicity","Black, Non-Hispanic","26.6","20.3 to 33.7","313"
"Influenza","States","Georgia","2019","Race and Ethnicity","Hispanic","45.7","32.9 to 58.9","104"
"Influenza","States","Georgia","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","41"
"Influenza","States","Wisconsin","2018","Age",">=18 Years","63.8","59.4 to 68.0","1021"
"Influenza","States","Wisconsin","2018","Age","18-24 Years","56.8","46.7 to 66.5","262"
"Influenza","States","Wisconsin","2018","Age","25-34 Years","65.9","60.4 to 71.1","613"
"Influenza","States","Wisconsin","2018","Age",">=35 Years","64.8","53.3 to 75.2","146"
"Influenza","States","Wisconsin","2018","Race and Ethnicity","White, Non-Hispanic","63.2","57.2 to 69.0","290"
"Influenza","States","Wisconsin","2018","Race and Ethnicity","Black, Non-Hispanic","58.1","53.0 to 63.0","391"
"Influenza","States","Wisconsin","2018","Race and Ethnicity","Hispanic","72.1","64.2 to 79.1","152"
"Influenza","States","Wisconsin","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","65.8","57.8 to 73.2","185"
"Influenza","States","Wisconsin","2016","Age",">=18 Years","70.2","66.1 to 74.0","1197"
"Influenza","States","Wisconsin","2016","Age","18-24 Years","61.9","51.7 to 71.4","288"
"Influenza","States","Wisconsin","2016","Age","25-34 Years","71.6","66.6 to 76.3","728"
"Influenza","States","Wisconsin","2016","Age",">=35 Years","74.1","63.6 to 82.9","181"
"Influenza","States","Wisconsin","2016","Race and Ethnicity","White, Non-Hispanic","71.0","65.5 to 76.1","327"
"Influenza","States","Wisconsin","2016","Race and Ethnicity","Black, Non-Hispanic","64.6","58.9 to 70.0","479"
"Influenza","States","Wisconsin","2016","Race and Ethnicity","Hispanic","71.3","63.3 to 78.4","163"
"Influenza","States","Wisconsin","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.4","61.6 to 76.4","226"
"Influenza","States","Wisconsin","2019","Age",">=18 Years","68.4","64.0 to 72.6","823"
"Influenza","States","Wisconsin","2019","Age","18-24 Years","65.7","54.9 to 75.4","174"
"Influenza","States","Wisconsin","2019","Age","25-34 Years","68.7","63.1 to 73.9","506"
"Influenza","States","Wisconsin","2019","Age",">=35 Years","70.4","59.0 to 80.2","143"
"Influenza","States","Wisconsin","2019","Race and Ethnicity","White, Non-Hispanic","70.0","63.9 to 75.6","279"
"Influenza","States","Wisconsin","2019","Race and Ethnicity","Black, Non-Hispanic","53.3","46.4 to 60.1","229"
"Influenza","States","Wisconsin","2019","Race and Ethnicity","Hispanic","73.0","65.2 to 79.9","158"
"Influenza","States","Wisconsin","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.8","60.5 to 76.3","157"
"Influenza","States","Wisconsin","2017","Age",">=18 Years","66.3","62.3 to 70.2","1300"
"Influenza","States","Wisconsin","2017","Age","18-24 Years","61.6","52.4 to 70.2","402"
"Influenza","States","Wisconsin","2017","Age","25-34 Years","68.9","63.9 to 73.6","731"
"Influenza","States","Wisconsin","2017","Age",">=35 Years","61.0","49.4 to 71.8","167"
"Influenza","States","Wisconsin","2017","Race and Ethnicity","White, Non-Hispanic","67.3","61.8 to 72.5","329"
"Influenza","States","Wisconsin","2017","Race and Ethnicity","Black, Non-Hispanic","56.3","51.0 to 61.5","560"
"Influenza","States","Wisconsin","2017","Race and Ethnicity","Hispanic","64.2","56.4 to 71.5","169"
"Influenza","States","Wisconsin","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","72.8","65.9 to 79.0","237"
"Influenza","States","Wisconsin","2021","Race and Ethnicity","White, Non-Hispanic","68.4","61.8 to 74.5","242"
"Influenza","States","Wisconsin","2021","Race and Ethnicity","Black, Non-Hispanic","44.7","37.4 to 52.2","208"
"Influenza","States","Wisconsin","2021","Race and Ethnicity","Hispanic","60.2","51.8 to 68.2","153"
